text,created_at,Unique Identifier
Thank you for the warm welcome to Brussels Belgium this afternoon! https://t.co/1AvYSameD4,5/24/2017,42
RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brusselsƒ??,5/25/2017,42
Today's ceremony is a day for both remembrance and resolve.#NATOMeeting #NATO https://t.co/YNZV3bTekB,5/25/2017,42
Thank you for your support. Together we will MAKE AMERICA SAFE AND GREAT AGAIN!#POTUSAbroad #USA???§???? https://t.co/42vCwr5GkA,5/25/2017,42
Just arrived in Taormina with @FLOTUS Melania. #G7Summit #USA???§???? https://t.co/l7aXolKBiK,5/25/2017,42
Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,5/26/2017,43
Getting ready to engage G7 leaders on many issues including economic growth terrorism and security.,5/26/2017,43
Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evilƒ?­‹?https://t.co/haeuvCIF6I,5/26/2017,43
On behalf of @FLOTUS Melania and myself thank you for a wonderful dinner and evening President Sergio Mattarella.ƒ?? https://t.co/EhvWgjkRrY,5/26/2017,43
Big G7 meetings today. Lots of very important matters under discussion. First on the list of course is terrorism. #G7Taormina,5/27/2017,43
Many NATO countries have agreed to step up payments considerably as they should. Money is beginning to pour in- NATO will be much stronger.,5/27/2017,43
I will make my final decision on the Paris Accord next week!,5/27/2017,43
Just left the #G7Summit. Had great meetings on everything especially on trade where....,5/27/2017,43
"....""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""",5/27/2017,43
I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.,5/27/2017,43
Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS JOBS JOBS!,5/27/2017,43
Just arrived in Italy after having a very successful NATO meeting in Brussels. Told other nations they must pay more not fair to  U.S.,5/28/2017,43
Big win in Montana for Republicans! We,5/28/2017,43
Big win in Montana for Republicans!,5/28/2017,43
Just returned from Europe. Trip was a great success for America. Hard work but big results!,5/28/2017,43
It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,5/28/2017,43
Whenever you see the words 'sources say' in the fake news media and they don't mention names....,5/28/2017,43
....it is very possible that those sources don't exsist but are made up by fake news writers. #FakeNews is the enemy!,5/28/2017,43
Does anyone notice how the Montana Congressional race was such a big deal to Dems &amp; Fake News until the Republican won? V was poorly covered,5/28/2017,43
....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!,5/28/2017,43
Does anyone notice how the Montana Congressional race was such a big deal to Dems &amp; Fake News until the Republican won? V was poorly covered,5/28/2017,43
British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!,5/28/2017,43
I suggest that we add more dollars to Healthcare and make it the best anywhere. ObamaCare is dead - the Republicans will do much better!,5/28/2017,43
The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well actually ahead of schedule. Big benefits to all!,5/29/2017,44
The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!,5/29/2017,44
Honoring the men and women who made the ultimate sacrifice in service to America. Home of the free because of the brave. #MemorialDay???§????,5/29/2017,44
North Korea has shown great disrespect for their neighbor China by shooting off yet another ballistic missile...but China is trying hard!,5/29/2017,44
Today we remember the men and women who made the ultimate sacrifice in serving. Thank you God bless your families &amp; God bless the USA!,5/29/2017,44
I look forward to paying my respects to our brave men and women on this Memorial Day at Arlington National Cemetery later this morning.,5/29/2017,44
We have a MASSIVE trade deficit with Germany plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change,5/30/2017,44
Russian officials must be laughing at the U.S. &amp; how a lame excuse for why the Dems lost the election has taken over the Fake News.,5/30/2017,44
The U.S. Senate should switch to 51 votes immediately and get Healthcare and TAX CUTS approved fast and easy. Dems would do it no doubt!,5/30/2017,44
RT @Scavino45: President Trump pays respects and  delivers #MemorialDay remarks at Arlington National Cemetery. https://t.co/D5rl948J6u,5/30/2017,44
RT @foxandfriends: Jared Kushner didn't suggest Russian communications channel in meeting source says https://t.co/nF6bM1FEt1,5/30/2017,44
Despite the constant negative press covfefe,5/31/2017,44
"Who can figure out the true meaning of ""covfefe"" ???  Enjoy!",5/31/2017,44
So now it is reported that the Democrats who have excoriated Carter Page about Russia don't want him to testify. He blows away their....,5/31/2017,44
"...case against him &amp; now wants to clear his name by showing ""the false or misleading testimony by James Comey John Brennan..."" Witch Hunt!",5/31/2017,44
Kathy Griffin should be ashamed of herself. My children especially my 11 year old son Barron are having a hard time with this. Sick!,5/31/2017,44
Hopefully Republican Senators good people all can quickly get together and pass a new (repeal &amp; replace) HEALTHCARE bill. Add saved $'s.,5/31/2017,44
I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!,5/31/2017,44
We traveled the world to strengthen long-standing alliances and to form new partnerships. See more at:ƒ?? https://t.co/FT4kyPoAl0,5/31/2017,44
It was an honor to welcome the Prime Minister of Vietnam Nguy ¯?n Xu?›n Ph?§c to the @WhiteHouse this afternoon. https://t.co/6YbrIvJUCY,5/31/2017,44
Crooked Hillary Clinton now blames everybody but herself refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.,6/1/2017,45
I will be announcing my decision on Paris Accord Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN!,6/1/2017,45
"The big story is the ""unmasking and surveillance"" of people that took place during the Obama Administration.",6/1/2017,45
Join me live at the @WhiteHouse.ƒ?­‹?https://t.co/9VOb99W42r https://t.co/sjb5VHLHYH,6/1/2017,45
My job as President is to do everything within my power to give America a level playing field. #AmericaFirst???§????ƒ?­‹?ƒ?? https://t.co/hL7OwbWzyi,6/1/2017,45
MAKE AMERICA GREAT AGAIN!,6/2/2017,45
RT @foxandfriends: Wall Street hits record highs after Trump pulls out of Climate pact https://t.co/PDmwj13Lus,6/2/2017,45
RT @VP: Our President is choosing to put American jobs American consumers American energy and American industry first. https://t.co/y2Opƒ??,6/2/2017,45
RT @Jim_Jordan: President Trump did the right thing by withdrawing us from Paris treaty - it would hurt American companies and American worƒ??,6/2/2017,45
RT @GOPLeader: .@POTUS made the right call in leaving a deal that would have put an unnecessary burden on the United States. https://t.co/qƒ??,6/2/2017,45
RT @Reince45: Promise kept. @POTUS exits flawed #ParisAccord to seek better deal for U.S. workers &amp; economy. This WH will always put #Ameriƒ??,6/2/2017,45
RT @LindseyGrahamSC: I support President Trumpƒ??s desire to re-enter the Paris Accord after the agreement becomes a better deal for Americaƒ??,6/2/2017,45
RT @HeyTammyBruce: Coming up at 720a ET on @foxandfriends! See you there! ???§???? #maga,6/2/2017,45
RT @EricTrump: #MakeAmericaGreatAgain!!! ???§???????§???? https://t.co/MStWl628xe,6/2/2017,45
#MakeAmericaGreatAgain???§????https://t.co/eJxeVZ3A1r,6/2/2017,45
#WeeklyAddress???§???? https://t.co/DNzRZiKxhd,6/3/2017,45
RT @DRUDGE_REPORT: Fears of new terror attack after van 'mows down 20 people' on London Bridge...,6/3/2017,45
We need to be smart vigilant and tough. We need the courts to give us back our rights. We need the Travel Ban as an extra level of safety!,6/3/2017,45
Whatever the United States can do to help out in London and the U. K. we will be there - WE ARE WITH YOU. GOD BLESS!,6/3/2017,45
We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse,6/4/2017,46
"At least 7 dead and 48 wounded in terror attack and Mayor of London says there is ""no reason to be alarmed!""",6/4/2017,46
Do you notice we are not having a gun debate right now? That's because they used knives and a truck!,6/4/2017,46
People the lawyers and the courts can call it whatever they want but I am calling it what we need and what it is a TRAVEL BAN!,6/5/2017,46
The Justice Dept. should have stayed with the original Travel Ban not the watered down politically correct version they submitted to S.C.,6/5/2017,46
The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court - &amp; seek much tougher version!,6/5/2017,46
In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,6/5/2017,46
.@foxandfriends  Dems are taking forever to approve my people including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.,6/5/2017,46
"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his ""no reason to be alarmed"" statement. MSM is working hard to sell it!",6/5/2017,46
.@SecShulkin's decision is one of the biggest wins for our VETERANS in decades. Our HEROES deserve the best! ƒ?­‹?ƒ?? https://t.co/RnNp9q7Tdh,6/5/2017,46
Today I announced an Air Traffic Control Initiative to take American air travel into the future - finally!ƒ?­‹?ƒ?? https://t.co/NIIorkSRJN,6/5/2017,46
That's right we need a TRAVEL BAN for certain DANGEROUS countries not some politically correct term that won't help us protect our people!,6/6/2017,46
RT @foxandfriends: Sen. Ted Cruz: Trump's air traffic control plan is a 'win-win' for Democrats and Republicans https://t.co/TsggUEfOO2,6/6/2017,46
RT @foxandfriends: FOX NEWS ALERT: ISIS claims responsibility for hostage siege in Melbourne Australia that killed 1 person and injured 3ƒ??,6/6/2017,46
Big meeting today with Republican leadership concerning Tax Cuts and Healthcare. We are all pushing hard - must get it right!,6/6/2017,46
The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,6/6/2017,46
During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!,6/6/2017,46
Sorry folks but if I would have relied on the Fake News of CNN NBC ABC CBS washpost or nytimes I would have had ZERO chance winning WH,6/6/2017,46
So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...,6/6/2017,46
...extremism and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!,6/6/2017,46
Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDayƒ?? https://t.co/zhR24dMzYB,6/6/2017,46
Great meeting with @HouseGOP and @SenateGOP leaders including @SpeakerRyan @SenateMajLdr @GOPLeader @JohnCornynƒ?? https://t.co/G03W8CEtCS,6/7/2017,47
#ICYMI: Announcement of Air Traffic Control Initiative Watchƒ?­‹?https://t.co/IMiZr22gAw,6/7/2017,47
Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We canƒ??t tolerate substandard care for our vets.,6/7/2017,47
I will be nominating Christopher A. Wray a man of impeccable credentials to be the new Director of the FBI. Details to follow.,6/7/2017,47
Getting ready to leave for Cincinnati in the GREAT STATE of OHIO to meet with ObamaCare victims and talk Healthcare &amp; also Infrastructure!,6/7/2017,47
Despite so many false statements and lies total and complete vindication...and WOW Comey is a leaker!,6/9/2017,47
Great reporting by @foxandfriends and so many others. Thank you!,6/9/2017,47
RT @AlanDersh: We should stop talking about obstruction of justice. No plausible case. We must distinguish crimes from pol sins https://t.cƒ??,6/9/2017,47
Congratulations to Jeb Hensarling &amp; Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!,6/9/2017,47
An honor to join the @FaithandFreedom Coalition yesterday. In America we don't worship government. We worship God.ƒ?? https://t.co/1ds8BrzUQe,6/9/2017,47
A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.ƒ?? https://t.co/5f6cN3HboQ,6/9/2017,47
It is time to rebuild OUR country to bring back OUR jobs to restore OUR dreams &amp; yes to put #AmericaFirst! TY Oƒ?? https://t.co/2b2bXwxGkA,6/9/2017,47
Time to start building in our country with American workers &amp; with American iron aluminum &amp; steel. It is time toƒ?? https://t.co/rGZCRyeCMZ,6/10/2017,48
America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeekƒ?? https://t.co/D5TbbjXcN3,6/10/2017,48
The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling &amp; energy sector...,6/11/2017,48
...way up. Regulations way down. 600000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!,6/11/2017,48
I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!',6/11/2017,48
The Democrats have no message  not on economics not on taxes  not on jobs not on failing #Obamacare. They are only OBSTRUCTIONISTS!,6/11/2017,48
My daughter Ivanka will be on @foxandfriends tomorrow morning. Enjoy!,6/12/2017,48
"RT @foxandfriends: ""Yesterday's hearings provided zero evidence of collusion between our campaign and the Russians because there wasn't anyƒ??",6/12/2017,48
RT @foxandfriends: .@GeraldoRivera: Chances of impeachment went from 3% to 0% with Comey's testimony https://t.co/kfeXKdpJGe,6/12/2017,48
Great numbers on the economy. All of our work including the passage of many bills &amp; regulation killing Executive Orders now kicking in!,6/12/2017,48
Ivanka on @foxandfriends now!,6/12/2017,48
We will NEVER FORGET the victims who lost their lives one year ago today in the horrific #PulseNightClub shooting.ƒ?? https://t.co/7lZGgDJkxZ,6/12/2017,48
Congratulations! 'First New Coal Mine of Trump Era Opens in Pennsylvania' https://t.co/aIRllxNLQA,6/12/2017,48
Finally held our first full @Cabinet meeting today. With this great team we can restore American prosperity and brƒ?? https://t.co/b0roksHTFE,6/12/2017,48
Congratulations to the 2016 @ClemsonFB Tigers!Full ceremony: https://t.co/syJUGoMhHJ#NationalChampions??? https://t.co/F23NZoX2BI,6/13/2017,49
The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,6/13/2017,49
Well as predicted the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.,6/13/2017,49
RT @Corrynmb: @realDonaldTrump Liberals have an agenda and it's not in America's best interest. Keep fighting the good fight! We stand withƒ??,6/13/2017,49
A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!,6/13/2017,49
Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,6/13/2017,49
Heading to the Great State of Wisconsin to talk about JOBS JOBS JOBS! Big progress being made as the Real News is reporting.,6/13/2017,49
2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up have no answer = resist!,6/13/2017,49
Just arrived in Wisconsin to discuss JOBS JOBS JOBS! #MAGA???§???? https://t.co/lEJ9S817yb,6/13/2017,49
The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I loƒ?? https://t.co/k45aci25BT,6/13/2017,49
RT @TuckerCarlson: .@RichardGrenell : @realDonaldTrump told Tillerson he had the full support of the U.S. Gov't to bring #OttoWarmbier homeƒ??,6/14/2017,49
Just got back from Wisconsin. Great day great people!,6/14/2017,49
Rep. Steve Scalise of Louisiana a true friend and patriot was badly injured but will fully recover. Our thoughts and prayers are with him.,6/14/2017,49
Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery sacrifices &amp; dedication. Proud to be your Commander-in-Chief!,6/14/2017,49
Just left hospital. Rep. Steve Scalise one of the truly great people is in very tough shape - but he is a real fighter. Pray for Steve!,6/15/2017,49
They made up a phony collusion with the Russians story found zero proof so now they go for obstruction of justice on the phony story. Nice,6/15/2017,49
You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA,6/15/2017,49
Why is that Hillary Clintons family and Dems dealings with Russia are not looked at but my non-dealings are?,6/15/2017,49
Crooked H destroyed phones w/ hammer 'bleached' emails &amp; had husband meet w/AG days before she was cleared- &amp; they talk about obstruction?,6/15/2017,49
Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. Remarksƒ?? https://t.co/L8o396yYKX,6/15/2017,49
#CongressionalBaseballGameƒ??‹? https://t.co/u8InOJTf6D,6/15/2017,49
"After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians""  nobody has been able to show any proof. Sad!",6/16/2017,50
The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,6/16/2017,50
Despite the phony Witch Hunt going on in America the economic &amp; jobs numbers are great. Regulations way down jobs and enthusiasm way up!,6/16/2017,50
I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,6/16/2017,50
Great news! #MAGA https://t.co/pirHR7lAyT,6/16/2017,50
Remarks by President Trump on the Policy of the U.S.A. Towards CubaVideo: https://t.co/jUWCjgxX5DTranscript:ƒ?? https://t.co/hILCHbPJet,6/16/2017,50
National Security Presidential Memorandum on Strengthening the Policy of the United States Toward CubaMemorandumƒ?? https://t.co/RVr9Dg2hXt,6/16/2017,50
Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,6/17/2017,50
RT @seanhannity: #Hannity Starts in 30 minutes with @newtgingrich and my monologue on the Deep Stateƒ??s allies in the media,6/17/2017,50
Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for thƒ?? https://t.co/BBvmTFxVkk,6/17/2017,50
The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs high business enthusiasm..,6/18/2017,50
...massive regulation cuts 36 new legislative bills signed great new S.C.Justice and Infrastructure Healthcare and Tax Cuts in works!,6/18/2017,50
The new Rasmussen Poll one of the most accurate in the 2016 Election just out with a Trump 50% Approval Rating.That's higher than O's #'s!,6/18/2017,50
RT @DiamondandSilk: The Media Says:  The President Should Stop Tweeting about Russia.  Well Why Don't the Media Take Their Own Advice &amp; Sƒ??,6/18/2017,50
RT @DonaldJTrumpJr: Not surprising at all! Father Of Otto Warmbier: Obama Admin Told Us To Keep Quiet Trump Admin Brought Him Home  httpsƒ??,6/18/2017,50
Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,6/18/2017,50
RT @WhiteHouse: Happy Father's Day! https://t.co/32tFoVa4Ov,6/18/2017,50
Jay Sekulow on @foxandfriends now.,6/19/2017,51
The Dems want to stop tax cuts good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H,6/19/2017,51
My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ƒ?­‹?ƒ?? https://t.co/L3u5c8Iymh,6/19/2017,51
Ralph Norman who is running for Congress in SC's 5th District will be a fantastic help to me in cutting taxes and....,6/19/2017,51
....getting great border security and healthcare. #VoteRalphNorman tomorrow!,6/19/2017,51
Karen Handle's opponent in #GA06 can't even vote in the district he wants to represent....,6/19/2017,51
....because he doesn't live there! He wants to raise taxes &amp; kill healthcare. On Tuesday #VoteKarenHandel.,6/19/2017,51
Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....,6/19/2017,51
....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday #VoteKarenHandel.,6/19/2017,51
It was my great honor to welcome President @JC_Varela &amp; Mrs. Varela from Panama this afternoon.???§???????æ????ƒ?­‹?ƒ?? https://t.co/770OJj2uYb,6/19/2017,51
Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement: https://t.co/8kmcA6YtFD https://t.co/EhrP4BiJeB,6/19/2017,51
RT @FoxNews: New Poll Shows @POTUS Approval at 50 Percenthttps://t.co/FRWlSVvxzQ,6/19/2017,51
RT @joegooding: What's happening in our country isn't just an assault on our @POTUS @realDonaldTrump it's an assault on the American peopleƒ??,6/19/2017,51
"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct no ideas. Vote ""R""",6/20/2017,51
Democrat Jon Ossoff who wants to raise your taxes to the highest level and is weak on crime and security doesn't even live in district.,6/20/2017,51
RT @SheriffClarke: Happy Father's Day to all dads. My dad. Like father like son @realDonaldTrump supporters to the end. He an Airborne Raƒ??,6/20/2017,51
KAREN HANDEL FOR CONGRESS. She will fight for lower taxes great healthcare strong security-a hard worker who will never give up! VOTE TODAY,6/20/2017,51
The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim. Video: https://t.co/Rvm11ZbPk7,6/20/2017,51
While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea it has not worked out. At least I know China tried!,6/20/2017,51
It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.ƒ?­‹?ƒ?? https://t.co/J1ulOd6pYQ,6/21/2017,51
Things are looking great for Karen H!,6/21/2017,51
"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",6/21/2017,51
Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job we are all very proud of you!,6/21/2017,51
Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,6/21/2017,51
Well the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News all the money spent = 0,6/21/2017,51
Democrats would do much better as a party if they got together with Republicans on HealthcareTax CutsSecurity. Obstruction doesn't work!,6/21/2017,51
Just landed in Iowa. See everyone soon! #MAGA???§????,6/21/2017,51
Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAINƒ?? https://t.co/n6LS32a6Zn,6/21/2017,51
Great night in Iowa - special people. Thank you!,6/22/2017,52
Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump &amp; Russia.,6/22/2017,52
By the way if Russia was working so hard on the 2016 Election it all took place during the Obama Admin. Why didn't they stop them?,6/22/2017,52
...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!,6/22/2017,52
...Why did the DNC REFUSE to turn over its Server to the FBI and still hasn't? It's all a big Dem scam and excuse for losing the election!,6/22/2017,52
I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,6/22/2017,52
With all of the recently reported electronic surveillance intercepts unmasking and illegal leaking of information I have no idea...,6/22/2017,52
"...whether there are ""tapes"" or recordings of my conversations with James Comey but I did not make and do not have any such recordings.",6/22/2017,52
"As promised our campaign against the MS-13 gang continues. ""@ICEgov Busts 39 MS-13 Members in New York Operation""https://t.co/ki41GXeCMy",6/22/2017,52
Mexico was just ranked the second deadliest country in the world after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!,6/22/2017,52
I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember ObamaCare is dead.,6/22/2017,52
Together we are going to MAKE AMERICA GREAT AGAIN!#AmericaFirst???§???? https://t.co/MVJbs44AtR,6/22/2017,52
We're all thinking of you @SteveScalise! #TeamScalise https://t.co/Yqf6exhm7x,6/22/2017,52
.@FLOTUS &amp; I were honored to host our first WH Congressional Picnic. A wonderful evening &amp; tradition. @MarineBand:ƒ?? https://t.co/h5L4myWmam,6/23/2017,52
RT @foxnation: .@SenTedCruz: I want to Get to a 'Yes' Vote: https://t.co/g0vafw4ef2,6/23/2017,52
RT @foxandfriends: POTUS the predictor? President Trump foretold housing upswing in 2012 https://t.co/N3LMDZKTK1,6/23/2017,52
Will be on @foxandfriends. Enjoy!,6/23/2017,52
I've helped pass and signed 38 Legislative Bills mostly with no Democratic support and gotten rid of massive amounts of regulations. Nice!,6/23/2017,52
Today it was a tremendous honor for me to sign the #VAaccountability Act into law delivering my campaign promiseƒ?? https://t.co/G0k8nFWqNj,6/23/2017,52
WEEKLY ADDRESS???§???? https://t.co/P1f12i9Gvt,6/23/2017,52
Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,6/24/2017,52
Democrats slam GOP healthcare proposal as Obamacare premiums &amp; deductibles increase by over 100%. Remember keep your doctor keep your plan?,6/24/2017,52
Since the Obama Administration was told way before the 2016 Election that the Russians were meddling why no action? Focus on them not T!,6/24/2017,52
"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",6/24/2017,52
I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,6/24/2017,52
MAKE AMERICA GREAT AGAIN!,6/24/2017,52
Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,6/25/2017,53
I am on @foxandfriends - Enjoy!,6/25/2017,53
The Democrats have become nothing but OBSTRUCTIONISTS they have no policies or ideas. All they do is delay and complain.They own ObamaCare!,6/26/2017,53
The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,6/26/2017,53
"...and did not want to ""rock the boat."" He didn't ""choke"" he colluded or obstructed and it did the Dems and Crooked Hillary no good.",6/26/2017,53
The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia...,6/26/2017,53
"..under a magnifying glass they have zero ""tapes"" of T people colluding. There is no collusion &amp; no obstruction. I should be given apology!",6/26/2017,53
Republican Senators are working very hard to get there with no help from the Democrats. Not easy! Perhaps just let OCare crash &amp; burn!,6/26/2017,53
RT @WhiteHouse: #Obamacare has led to higher costs and fewer health insurance options for millions of Americans. It has failed the Americanƒ??,6/26/2017,53
RT @WhiteHouse: Today @POTUS will welcome the Prime Minister of India @narendramodi to the White House. https://t.co/MIi1ifmdAN,6/26/2017,53
Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!,6/26/2017,53
RT @WhiteHouse: FACT: when #Obamacare was signed CBO estimated that 23M would be covered in 2017. They were off by 100%. Only 10.3M peopleƒ??,6/27/2017,53
"From @FoxNews ""Bombshell: In 2016 Obama dismissed idea that anyone could rig an American election.""  Check out his statement - Witch Hunt!",6/27/2017,53
Great day for America's future Security and Safety courtesy of the U.S. Supreme Court. I will keep fighting for the American people &amp; WIN!,6/27/2017,53
"Wow CNN had to retract big story on ""Russia"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",6/27/2017,53
RT @JeffTutorials: @realDonaldTrump  https://t.co/6sDcyiW4Kt,6/27/2017,53
RT @foxandfriends: Mark Levin: The collusion is among the Democrats https://t.co/Qrca7r01BI,6/27/2017,53
RT @foxandfriends: Hannity: Russia allegations 'boomeranging back' on Democrats https://t.co/lvdrpxpcp9,6/27/2017,53
RT @foxandfriends: Another Dem 'queasy' over claim of Loretta Lynch meddling in Clinton case https://t.co/wdQ9MduxOO,6/27/2017,53
RT @foxandfriends: President Trump officially nominates former Assistant Attorney General Christopher Wray to head the FBI https://t.co/ld7ƒ??,6/27/2017,53
"RT @ericbolling: Good morning friends!  ""The Swamp"" out today.  President Trump has a copy... get yours here https://t.co/TntLPNCCjR. #magaƒ??",6/27/2017,53
Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,6/27/2017,53
So they caught Fake News CNN cold but what about NBC CBS &amp; ABC? What about the failing @nytimes &amp; @washingtonpost? They are all Fake News!,6/27/2017,53
With ZERO Democrats to help and a failed expensive and dangerous ObamaCare as the Dems legacy the Republican Senators are working hard!,6/27/2017,53
I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,6/27/2017,53
The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,6/28/2017,54
Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong I know the subject well &amp; want victory for U.S.,6/28/2017,54
RT @foxandfriends: HAPPENING TODAY: House to vote on immigration bills including 'Kateƒ??s Law' and 'No Sanctuary for Criminals Act' https://ƒ??,6/28/2017,54
The #AmazonWashingtonPost sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!,6/28/2017,54
#ICYMI- on Monday I had the great honor of welcoming India's Prime Minister @narendramodi to the WH. Full Remarks:ƒ?? https://t.co/7IIQEh7xXv,6/28/2017,54
It was my great honor to welcome the 2016 World Series Champion Chicago @Cubs ƒ??‹? to the @WhiteHouse this afternoon.ƒ?? https://t.co/GvPhJ9hZdv,6/28/2017,54
Today I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow. Watch and read moreƒ?? https://t.co/5k8WzW1t68,6/28/2017,54
Democrats purposely misstated Medicaid under new Senate bill - actually goes up. https://t.co/necCt4K6UH,6/28/2017,54
